application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications,submission_hour,submission_day,is_weekend,submissions_per_ip,is_repeated_applicant,anomaly_iforest,kmeans_cluster,anomaly_kmeans,final_anomaly,alert,pca1,pca2,email_dup,phone_dup,resume_cgpa_ratio,ip_submission_count
2224,Katherine Evans,vjones@example.org,+1-895-679-7099,NUST,BBA,3.32,2025-05-05 06:19:43,217.177.84.16,52,Mobile,5,6,0,0,1,1,0,1,False,0,✅ Normal,-1.47221021935453,0.685117650222653,0,0,15.6626458847452,1
2225,Joshua Gonzalez,longnancy@example.net,567.774.7538,MIT,BS AI,3.8,2025-05-05 23:41:49,135.50.255.102,73,Mobile,0,23,0,0,1,0,0,4,False,0,✅ Normal,-1.41374793372212,-0.330047953045485,0,0,19.2105212603891,1
2226,Stephanie Ho,brendacabrera@example.org,957-378-6297,Stanford,BS IT,2.46,2025-04-21 23:58:02,214.213.161.225,48,Desktop,5,23,0,0,1,1,0,3,False,0,✅ Normal,-1.2276357887879,2.8134873327458,0,0,19.5121871901678,1
2227,Christine Murphy,robertsonbilly@example.com,8632302831,LUMS,BE SE,2.82,2025-04-24 09:35:33,78.158.157.194,59,Desktop,1,9,3,0,1,0,0,0,False,0,✅ Normal,-0.454098980374752,-0.187616380608503,0,0,20.9219783964616,1
2228,Mark Rubio,tmartinez@example.net,(908)225-4076,NUST,BBA,3.22,2025-05-19 23:45:34,153.247.139.230,94,Mobile,0,23,0,0,1,0,0,4,False,0,✅ Normal,-1.41243256302335,-0.515415972535771,0,0,29.1925375178455,1
2229,Tracy Garcia,victoria91@example.com,001-216-467-4962x48101,NUST,BS IT,2.32,2025-04-20 23:30:49,72.145.172.238,81,Desktop,4,23,6,1,1,1,0,2,False,0,✅ Normal,2.304109735211,1.38167752016119,0,0,34.913778054406,1
2230,Alison Baker,jillarnold@example.org,(544)454-1153x727,FAST,BBA,3.16,2025-05-04 11:44:18,107.89.216.76,93,Mobile,0,11,6,1,1,0,0,2,False,0,✅ Normal,2.05003617132465,-1.73648426510524,0,0,29.4303704334271,1
2231,Mr. Kevin Bray,christophersparks@example.org,+1-672-440-2833x53788,FAST,BE SE,2.23,2025-04-25 20:38:58,172.72.132.116,45,Mobile,0,20,4,0,1,0,0,3,False,0,✅ Normal,0.0508461894792881,1.21048629151746,0,0,20.1793631482676,1
2232,Robert Wright,hstokes@example.net,(573)235-7718x35231,Harvard,BS AI,2.7,2025-04-28 09:01:43,41.93.220.136,87,Mobile,3,9,0,0,1,1,0,0,False,0,✅ Normal,-1.48426639288486,-0.215838000992762,0,0,32.2222102880703,1
2233,Donald Chavez,alexajones@example.org,509.954.8945x845,NUST,BBA,2.31,2025-05-03 15:48:59,19.242.155.113,68,Desktop,1,15,5,1,1,0,0,2,False,0,✅ Normal,1.85810932033817,0.229158669142291,0,0,29.4372166938456,1
2234,Patrick Myers,dixonmark@example.com,(831)419-5758,Stanford,BS IT,2.86,2025-04-30 01:43:14,68.0.71.59,77,Desktop,3,1,2,0,1,1,0,0,False,0,✅ Normal,-0.886305962769934,-0.764410817169118,0,0,26.923067509417,1
2235,Jeremy Ellis,johnsonpamela@example.org,(586)542-7188,NUST,BS IT,3.09,2025-05-15 04:24:48,222.205.98.9,51,Desktop,3,4,3,0,1,1,0,1,False,0,✅ Normal,-0.486011170998221,0.0299786731290485,0,0,16.504849027557,1
2236,Angela Phelps,leslie20@example.com,433-905-9161x9602,LUMS,BE SE,2.35,2025-05-17 05:18:10,211.113.31.175,84,Mobile,4,5,5,1,1,1,0,2,False,0,✅ Normal,1.76008800844666,-0.186953287285223,0,0,35.7446656405678,1
2237,Emily Freeman,sarathompson@example.com,001-955-345-6230,MIT,BE SE,3.61,2025-05-07 02:34:57,126.43.246.227,98,Mobile,0,2,2,0,1,0,0,1,False,0,✅ Normal,-0.993302550920129,-2.69955864830877,0,0,27.146806884541,1
2238,Dr. Kimberly Green,xmarsh@example.org,001-980-553-4462x3368,FAST,BS IT,2.41,2025-05-12 02:17:23,210.238.37.243,91,Desktop,1,2,0,0,1,0,0,0,False,0,✅ Normal,-1.57659504615637,-1.29976599974777,0,0,37.7593204318172,1
2239,Emily Ruiz,parkcraig@example.org,001-505-723-5779x46883,Stanford,BS IT,2.41,2025-04-24 14:38:54,17.29.108.12,81,Mobile,1,14,3,0,1,0,0,0,False,0,✅ Normal,-0.409635361067191,-0.107275161199316,0,0,33.609944560189,1
2240,Kelly Burton,xpoole@example.org,(968)206-3761x24763,Harvard,BS IT,3.18,2025-05-10 10:07:38,219.3.220.229,56,Mobile,0,10,5,1,1,0,0,2,False,0,✅ Normal,1.75697273930263,-0.757095635477338,0,0,17.6100573553279,1
2241,Courtney Walls,davisgregory@example.net,518.718.2102x4282,FAST,BE SE,2.99,2025-05-14 16:47:03,72.188.184.140,60,Mobile,0,16,2,0,1,0,0,3,False,0,✅ Normal,-0.741954417902724,-0.0259334891207215,0,0,20.0668829207749,1
2242,Sarah Mcclain,martincourtney@example.com,+1-639-694-8908x33289,NUST,BSc CS,3.36,2025-05-16 02:46:23,19.69.132.49,59,Mobile,0,2,4,0,1,0,0,1,False,0,✅ Normal,-0.23678733313478,-1.47461720139181,0,0,17.5595185834766,1
2243,Joshua Nguyen,robert55@example.net,818.870.7055,LUMS,BSc CS,2.45,2025-05-10 03:47:12,64.124.237.198,98,Desktop,5,3,5,1,1,1,1,2,True,1,⚠️ Suspicious,1.72308136194763,-0.521941514982427,0,0,39.999983673476,1
2244,Michaela Smith,shannon58@example.net,(668)880-8874x043,NUST,BS AI,3.2,2025-04-26 06:01:40,220.212.249.148,40,Desktop,4,6,5,1,1,1,0,2,False,0,✅ Normal,1.79018333242557,0.542134884580982,0,0,12.4999960937512,1
2245,Joshua Gill,stevenjackson@example.net,4308124316,FAST,BBA,2.05,2025-04-24 04:42:11,44.4.6.21,62,Desktop,1,4,3,0,1,0,0,0,False,0,✅ Normal,-0.467687535767751,-0.14299508417372,0,0,30.2438876859084,1
2246,Mary Campbell,john25@example.net,001-711-354-6251x07734,NUST,BSc CS,3.38,2025-05-19 02:37:20,199.35.3.137,52,Mobile,0,2,0,0,1,0,0,1,False,0,✅ Normal,-1.58584450355233,-1.17770021394421,1,0,15.3846108329554,1
2247,Michelle Mcdowell,loganjoshua@example.net,(831)375-1502x827,LUMS,BE SE,2.66,2025-05-12 18:26:53,213.66.145.164,94,Desktop,5,18,0,0,1,1,0,4,False,0,✅ Normal,-1.36771359488787,0.955112581080691,0,0,35.3383325795742,1
2248,Julie Valencia,calderonlarry@example.net,+1-674-524-5212x5154,LUMS,BS AI,3.95,2025-05-06 00:42:07,150.230.87.212,78,Mobile,2,0,1,0,1,0,0,1,False,0,✅ Normal,-1.31711252730536,-1.91482464497474,0,0,19.7468304438404,1
2249,Richard Jensen,coxamy@example.net,+1-242-794-6799x7592,LUMS,BS AI,3.38,2025-04-28 17:56:38,136.31.207.253,73,Desktop,3,17,0,0,1,1,0,4,False,0,✅ Normal,-1.41483780717467,0.363137511944973,0,0,21.5976267462643,1
2250,Kevin Solis,richard78@example.com,+1-698-397-1592,Stanford,BE SE,2.42,2025-05-04 16:35:16,41.119.223.43,49,Desktop,4,16,6,1,1,1,0,2,False,0,✅ Normal,2.27214955174074,1.63787130523506,0,0,20.2479255173862,1
2251,Troy Richards,ramseyvincent@example.org,855-443-1672x432,NUST,BS AI,3.37,2025-05-01 23:53:39,76.16.188.139,71,Mobile,1,23,3,0,1,0,0,4,False,0,✅ Normal,-0.352351597331696,0.243501999029038,0,0,21.0682430064561,1
2252,Mark Nelson,anita17@example.org,(724)667-0310x6271,Stanford,BS IT,3.14,2025-05-11 12:09:12,201.157.239.143,88,Mobile,4,12,6,1,1,1,0,2,False,0,✅ Normal,2.1230583729042,-0.30655018948251,0,0,28.0254687816978,1
2253,Michael Huang,stephanie18@example.org,+1-300-219-2409x94637,NUST,BS IT,3.93,2025-05-04 05:07:47,209.177.219.0,71,Mobile,0,5,6,1,1,0,0,2,False,0,✅ Normal,1.97303483251173,-2.15382505141007,0,0,18.0661531638287,1
2254,John Wright,ericksonpamela@example.com,9043372376,Stanford,BSc CS,3.48,2025-04-21 19:34:55,95.20.53.61,69,Desktop,3,19,0,0,1,1,0,4,False,0,✅ Normal,-1.39249407076127,0.571470416783751,0,0,19.8275805093159,1
2255,Lisa Patrick,gatespeter@example.org,692-346-1767x0146,Stanford,BS AI,3.74,2025-04-21 09:44:56,90.48.248.218,85,Mobile,1,9,0,0,1,0,0,1,False,0,✅ Normal,-1.56979522069478,-1.48917527163357,0,0,22.7272666504635,1
2256,Jacqueline Williams,shawn17@example.org,883.606.6721,NUST,BE SE,2.16,2025-04-20 16:38:26,129.62.104.125,80,Mobile,2,16,6,1,1,0,0,2,False,0,✅ Normal,2.21195258276768,0.347600579708009,0,0,37.0370198902686,1
2257,William Smith,hobbsann@example.org,8365596967,MIT,BE SE,3.59,2025-05-03 08:48:44,194.101.232.237,68,Mobile,3,8,5,1,1,1,0,2,False,0,✅ Normal,1.73103064996074,-0.658630628839339,0,0,18.9414989020894,1
2258,Tanner Torres,randyfoley@example.net,671.852.0563x6591,FAST,BS AI,2.59,2025-04-23 23:48:40,131.90.71.100,79,Desktop,2,23,2,0,1,0,0,4,False,0,✅ Normal,-0.644906373608593,0.893638204231718,0,0,30.5019187251279,1
2259,James Edwards,jared26@example.com,211.774.1834x36705,NUST,BSc CS,2.43,2025-05-05 11:51:58,218.199.223.233,53,Desktop,4,11,0,0,1,1,0,3,False,0,✅ Normal,-1.37881840036688,1.40142289615398,0,0,21.8106906128845,1
2260,Kyle Taylor,robertsonjamie@example.net,(984)926-7001,MIT,BBA,2.92,2025-05-05 16:18:21,198.180.62.184,72,Mobile,3,16,0,0,1,1,0,4,False,0,✅ Normal,-1.39668886316545,0.633444505805364,0,0,24.6575258022172,1
2261,Amber Taylor,vross@example.org,673.962.8063x3652,MIT,BS AI,2.08,2025-05-16 21:20:57,32.26.203.132,68,Desktop,3,21,4,0,1,1,0,3,False,0,✅ Normal,0.0738825042791534,1.64118417486786,0,0,32.6922919748596,1
2262,Sandra Davis,michelle85@example.com,929.723.5875x5683,NUST,BS AI,3.77,2025-05-04 05:56:52,209.19.168.52,57,Desktop,4,5,6,1,1,1,0,2,False,0,✅ Normal,2.05777462919501,-0.452902278122425,0,0,15.1193593847853,1
2263,Kathryn Mason,leejohn@example.net,2496668616,LUMS,BS AI,3.02,2025-04-22 15:29:27,218.160.218.34,44,Desktop,3,15,1,0,1,1,0,3,False,0,✅ Normal,-1.02936271628012,1.24502385660903,0,0,14.5695315994928,1
2264,Caleb Allen,kimmiranda@example.com,246.449.0778,Stanford,BSc CS,2.51,2025-05-02 08:57:01,66.154.56.70,46,Desktop,3,8,4,0,1,1,0,3,False,0,✅ Normal,-0.0596467491114626,0.884210437330878,0,0,18.3266859256231,1
2265,Kerry Huynh MD,kmiddleton@example.org,001-373-995-1478x09508,NUST,BE SE,2.16,2025-05-15 08:57:03,13.31.83.71,81,Desktop,5,8,3,0,1,1,0,0,False,0,✅ Normal,-0.407682039673365,0.763717784578613,0,0,37.4999826388969,1
2266,Steven Campbell,hendersonfrancisco@example.com,+1-997-947-0177x714,Harvard,BE SE,2.89,2025-04-27 02:11:44,193.167.171.70,90,Desktop,0,2,6,1,1,0,0,2,False,0,✅ Normal,1.972123094732,-2.20618578353807,0,0,31.1418577363814,1
2267,John Rodriguez,debraortiz@example.org,001-568-387-3250x300,FAST,BSc CS,3.27,2025-05-02 21:29:08,204.38.199.106,82,Desktop,3,21,4,0,1,1,0,4,False,0,✅ Normal,-0.0196399824892209,0.404366357610136,0,0,25.0764449307508,1
2268,Ruben Moore,mmurphy@example.com,(950)397-1233,Harvard,BS AI,2.4,2025-05-19 06:47:31,178.185.94.209,51,Desktop,5,6,0,0,1,1,0,0,False,0,✅ Normal,-1.41553627884835,1.36303134444154,0,0,21.249991145837,1
2269,Christopher Quinn,sloanbrett@example.net,+1-296-395-6470x3422,NUST,BS AI,3.94,2025-04-23 00:24:34,150.141.205.116,63,Desktop,2,0,2,0,1,0,0,1,False,0,✅ Normal,-0.952899751778562,-1.5110284236217,0,0,15.9898436574001,1
2270,Benjamin Clayton,lori79@example.net,846-396-8639x83612,MIT,BS IT,2.06,2025-05-09 03:49:50,56.151.174.9,53,Desktop,4,3,4,0,1,1,0,0,False,0,✅ Normal,-0.0855369938792967,0.887416248916046,0,0,25.7281428504161,1
2271,Eric Taylor,lindseyalvarez@example.org,(612)527-9184x79584,LUMS,BE SE,3.68,2025-05-10 14:45:43,206.217.251.255,63,Mobile,0,14,5,1,1,0,0,2,False,0,✅ Normal,1.75983349840283,-0.977172221598885,0,0,17.1195605653368,1
2272,Dawn Reyes,stephaniestanton@example.com,241-692-9715x138,NUST,BE SE,3.67,2025-05-03 22:18:24,90.223.128.185,89,Mobile,4,22,5,1,1,1,0,2,False,0,✅ Normal,1.85982087094534,0.147228288501546,0,0,24.2506745910968,1
2273,Alexander Tucker,lisabaker@example.org,(863)507-3227x10404,Stanford,BS AI,2.49,2025-05-18 13:38:26,44.215.15.188,89,Mobile,2,13,6,1,1,0,0,2,False,0,✅ Normal,2.14492507203755,-0.38879721725393,0,0,35.7429575329488,1
2274,Alan Farley,jennifer81@example.net,001-818-783-1932x0511,Harvard,BBA,3.68,2025-05-01 05:43:08,129.53.129.94,58,Desktop,2,5,3,0,1,0,0,1,False,0,✅ Normal,-0.534711093929331,-0.799925600071576,0,0,15.7608652823736,1
2275,Laura Jones,melanie39@example.com,001-605-470-4033x42849,FAST,BSc CS,4,2025-05-02 14:22:26,147.203.195.29,50,Mobile,2,14,4,0,1,0,0,1,False,0,✅ Normal,-0.102541576738654,-0.0821044058062299,0,0,12.4999968750008,1
2276,Carl Randall,thenderson@example.net,+1-386-909-8950,Stanford,BE SE,2.39,2025-05-05 11:26:27,140.234.109.255,46,Mobile,4,11,0,0,1,1,0,3,False,0,✅ Normal,-1.36528654428607,1.62796221406405,0,0,19.2468538716093,1
2277,Nicole Gutierrez,zclark@example.org,486.502.7689x61595,Harvard,BE SE,3.67,2025-05-16 03:48:48,222.195.147.11,87,Mobile,4,3,4,0,1,1,0,1,False,0,✅ Normal,-0.236025887681442,-1.21251285609972,0,0,23.7057156115216,1
2278,Shelby Leblanc,newmannancy@example.org,329.510.3598,Stanford,BSc CS,3.63,2025-05-14 01:22:08,5.198.67.35,81,Mobile,4,1,2,0,1,1,0,1,False,0,✅ Normal,-0.925550398606968,-1.12355840260154,0,0,22.3140434396575,1
2279,Maria Stewart,moorejohn@example.com,+1-246-203-0959x006,Harvard,BS IT,3.61,2025-05-12 01:57:57,174.125.72.158,60,Desktop,1,1,0,0,1,0,0,1,False,0,✅ Normal,-1.61010513470412,-1.35169543054948,0,0,16.6204940109435,1
2280,Karen Ramirez,kgould@example.org,+1-202-569-9660x965,Harvard,BS IT,2.4,2025-04-26 06:13:57,155.221.77.135,98,Mobile,5,6,5,1,1,1,0,2,False,0,✅ Normal,1.75902556745021,-0.238196288962794,0,0,40.8333163194515,1
2281,Steve Martin,lsaunders@example.net,001-494-292-2148x40584,FAST,BBA,2.32,2025-05-10 20:39:20,89.217.24.125,62,Mobile,5,20,5,1,1,1,0,2,False,0,✅ Normal,1.97486042034607,1.99749421680448,0,0,26.7241264120145,1
2282,Amber Cummings,qbarnett@example.net,7215612449,NUST,BS AI,2.16,2025-05-08 11:21:09,178.100.232.169,85,Mobile,3,11,3,0,1,1,0,0,False,0,✅ Normal,-0.407538572864589,0.303167963075389,1,0,39.3518336334104,1
2283,Terri Garcia,mallen@example.com,+1-937-602-6058x842,Harvard,BS IT,2.75,2025-04-28 12:35:09,149.170.43.34,72,Desktop,4,12,0,0,1,1,0,0,False,0,✅ Normal,-1.41722301589,0.720060694648898,0,0,26.1818086611605,1
2284,Nicole Collins,jonestimothy@example.org,(591)478-5863x8404,Harvard,BBA,3.16,2025-05-15 13:44:47,181.70.105.88,88,Desktop,2,13,3,0,1,0,0,4,False,0,✅ Normal,-0.463438840391855,-0.620099405450684,0,0,27.8480924531353,1
2285,Isabel Cook,jamescannon@example.com,674-314-4052,FAST,BBA,3.49,2025-04-22 18:48:46,193.143.239.91,80,Mobile,2,18,1,0,1,0,0,4,False,0,✅ Normal,-1.09504963547025,-0.156038008037804,0,0,22.9226295350632,1
2286,David Schneider,rjackson@example.com,277-361-6996x0775,MIT,BE SE,3.19,2025-05-01 12:12:40,25.242.193.2,89,Desktop,3,12,3,0,1,1,0,4,False,0,✅ Normal,-0.464587972276285,-0.454583890605336,0,0,27.8996777743957,1
2287,Kimberly Schultz,chadanderson@example.net,324.398.2954,FAST,BSc CS,2.99,2025-05-13 11:10:49,38.215.224.135,58,Desktop,2,11,1,0,1,0,0,3,False,0,✅ Normal,-1.10699607882544,0.240517914206098,0,0,19.3979868234158,1
2288,Sarah Lucas,sierrajohnson@example.org,326.748.7561,MIT,BSc CS,2.7,2025-05-08 22:06:22,27.120.132.39,74,Desktop,1,22,3,0,1,0,0,4,False,0,✅ Normal,-0.327993340373927,0.548771707718588,0,0,27.4073972565195,1
2289,Susan Woods,imorris@example.com,384-583-6598,LUMS,BSc CS,2.69,2025-04-21 18:43:21,203.172.75.5,53,Mobile,4,18,0,0,1,1,0,3,False,0,✅ Normal,-1.31750066419589,1.79754155415641,0,0,19.7025949060985,1
2290,Melissa Leonard,ifernandez@example.org,266.783.0161x5325,LUMS,BE SE,3.63,2025-05-01 20:55:23,29.21.120.95,98,Mobile,2,20,3,0,1,0,0,4,False,0,✅ Normal,-0.430604307737757,-0.655536391327279,1,0,26.9972377418078,1
2291,Heather Hammond,jeffrey84@example.org,322.821.6135x78376,NUST,BS IT,3.08,2025-04-24 05:33:07,172.140.63.139,46,Mobile,3,5,3,0,1,1,0,1,False,0,✅ Normal,-0.466473960046206,0.261493604708258,0,0,14.9350600860195,1
2292,Jared Estes,lynn92@example.org,(938)804-4187,NUST,BSc CS,2.02,2025-05-05 06:15:18,142.221.171.173,85,Desktop,5,6,0,0,1,1,0,0,False,0,✅ Normal,-1.44687836051766,0.668184195336404,0,0,42.0791870895113,1
2293,Aaron Cook,jenniferknapp@example.org,(862)890-7990,NUST,BS AI,3.52,2025-04-25 01:43:54,182.101.161.210,80,Mobile,1,1,4,0,1,0,0,1,False,0,✅ Normal,-0.277539768777342,-1.96745228726225,0,0,22.727266270663,1
2294,Sophia Peters,mary09@example.com,001-714-981-8595x608,FAST,BBA,2.13,2025-04-29 03:49:41,44.249.235.102,85,Desktop,3,3,1,0,1,1,0,0,False,0,✅ Normal,-1.17310889860354,-0.281790013513362,0,0,39.906084551134,1
2295,Shelley Burns,katrinalarsen@example.net,261.616.7765,Stanford,BE SE,2.08,2025-04-26 12:59:08,202.2.146.236,73,Mobile,5,12,5,1,1,1,0,2,False,0,✅ Normal,1.88386079242319,1.19283151571234,0,0,35.0961369730111,1
2296,Dustin Chapman,mckeeronald@example.com,633-551-2217,Harvard,BS AI,2.85,2025-05-11 12:59:02,98.136.51.35,60,Mobile,4,12,6,1,1,1,0,2,False,0,✅ Normal,2.18496925731651,0.691396355659464,0,0,21.0526241920617,1
2297,Jorge Smith,karenrogers@example.org,5147057641,LUMS,BE SE,3.01,2025-04-21 00:45:53,195.193.180.251,56,Mobile,3,0,0,0,1,1,0,1,False,0,✅ Normal,-1.55235789489212,-0.301875035410378,0,0,18.6046449818455,1
2298,Christopher Weiss,jackson53@example.com,4004922599,LUMS,BS IT,2.14,2025-05-07 21:01:31,210.136.174.1,76,Desktop,1,21,2,0,1,0,0,3,False,0,✅ Normal,-0.648379260999314,0.832887123363522,0,0,35.5140020962607,1
2299,Erin Miller,david23@example.org,001-781-479-1535x858,FAST,BS IT,2.23,2025-05-15 19:17:44,204.165.193.93,90,Desktop,3,19,3,0,1,1,0,4,False,0,✅ Normal,-0.331816448991236,0.7746137292831,0,0,40.3587262965353,1
2300,Nicholas Miles,jeffreyhill@example.org,446.835.9081,NUST,BS AI,3.32,2025-05-10 09:17:46,170.184.88.143,98,Mobile,5,9,5,1,1,1,0,2,False,0,✅ Normal,1.73689318613426,-0.639340257532766,0,0,29.5180633981737,1
2301,Shelby Bush,stefaniehernandez@example.net,471.658.0311x974,MIT,BS IT,3,2025-04-26 08:11:07,194.140.158.175,95,Mobile,1,8,5,1,1,0,0,2,False,0,✅ Normal,1.69695566379377,-1.60258554849618,0,0,31.6666561111146,1
2302,Casey Johnston,anngarcia@example.com,935-698-9308x5725,NUST,BS IT,3.69,2025-05-15 21:27:10,204.238.12.73,94,Mobile,1,21,3,0,1,0,0,4,False,0,✅ Normal,-0.430070748595409,-0.799614127207075,0,0,25.4742478389572,1
2303,David Moore,connie38@example.com,774-224-3295x332,NUST,BS AI,3.5,2025-05-02 06:17:41,207.80.141.96,60,Mobile,5,6,4,0,1,1,0,1,False,0,✅ Normal,-0.136718595103632,0.218658329488655,0,0,17.1428522448994,1
2304,Terri Singleton,gregorygibson@example.net,314-350-8704,Harvard,BE SE,3.98,2025-05-14 13:24:37,201.159.197.10,91,Mobile,5,13,2,0,1,1,0,4,False,0,✅ Normal,-0.817391956152897,-0.362357788501396,0,0,22.8643158632372,1
2305,Sarah Mcdaniel,garciathomas@example.net,(214)348-7859,Stanford,BSc CS,2.74,2025-05-03 23:15:21,73.170.43.45,61,Mobile,5,23,5,1,1,1,0,2,False,0,✅ Normal,1.98425541617158,1.97771398190944,0,0,22.2627655975308,1
2306,Julie Webster,kendra36@example.net,(628)962-6311x1593,FAST,BS AI,3.28,2025-05-03 07:56:50,77.229.19.78,78,Desktop,5,7,5,1,1,1,0,2,False,0,✅ Normal,1.74914089592877,-0.210163849792347,0,0,23.7804805547315,1
2307,Lisa Blair,qkline@example.com,990.726.3763,LUMS,BE SE,2.1,2025-05-09 22:00:32,151.120.148.180,53,Mobile,3,22,4,0,1,1,0,3,False,0,✅ Normal,0.107533453968215,2.13479763001526,0,0,25.2380832199604,1
2308,Stacy Bennett,harperjessica@example.com,828.900.4837,Harvard,BS AI,3.35,2025-05-11 05:48:05,203.188.193.92,75,Mobile,3,5,6,1,1,1,0,2,False,0,✅ Normal,2.04106176752549,-0.964097119745459,0,0,22.3880530184916,1
2309,Kristin Nichols,trevinonathan@example.org,+1-968-551-9850x1565,Stanford,BSc CS,3.45,2025-05-13 03:29:33,32.205.136.135,41,Desktop,1,3,1,0,1,0,0,1,False,0,✅ Normal,-1.20858043028493,-0.563048470700552,0,0,11.884054526361,1
2310,Joy Ball,marie08@example.org,001-765-303-8109x134,Stanford,BE SE,3.36,2025-04-23 03:03:03,116.9.23.179,42,Mobile,3,3,2,0,1,1,0,1,False,0,✅ Normal,-0.838590576635907,0.0396636110001112,0,0,12.499996279763,1
2311,Sonya Sawyer,elopez@example.net,969-887-0055,FAST,BS IT,3.01,2025-04-28 06:24:25,3.63.67.142,67,Mobile,3,6,0,0,1,1,0,1,False,0,✅ Normal,-1.50395767489655,-0.116600446801707,0,0,22.2591288175652,1
2312,Brenda Hoffman,kayla15@example.net,583-363-7890x4723,LUMS,BBA,3.74,2025-05-15 17:50:21,165.35.175.194,72,Mobile,5,17,3,0,1,1,0,4,False,0,✅ Normal,-0.389110385469241,0.648402650976618,0,0,19.2513317509808,1
2313,Denise Townsend,reginablake@example.net,8363974238,LUMS,BSc CS,2.32,2025-05-07 15:20:49,87.232.243.223,40,Desktop,3,15,2,0,1,1,0,3,False,0,✅ Normal,-0.641338643529262,1.82440056888795,0,0,17.241371878719,1
2314,Guy Scott,heidimiller@example.net,630-383-0233,FAST,BSc CS,3.97,2025-04-30 02:56:57,183.147.24.116,96,Mobile,1,2,2,0,1,0,0,1,False,0,✅ Normal,-0.998453197990888,-2.5992485883793,0,0,24.1813541104901,1
2315,Amy Martinez,jameshess@example.com,+1-646-326-6842x32562,Harvard,BE SE,3.24,2025-05-02 09:25:17,94.36.212.77,56,Mobile,1,9,4,0,1,0,0,1,False,0,✅ Normal,-0.134723402113265,-0.427367629474153,0,0,17.2839452827329,1
2316,Stephen George,loricook@example.com,+1-414-883-8720,LUMS,BE SE,3.6,2025-04-27 15:09:55,197.130.4.71,82,Mobile,4,15,6,1,1,1,0,2,False,0,✅ Normal,2.13801341885033,-0.212932945959164,0,0,22.777771450619,1
2317,Sara Wood,ryan97@example.org,+1-750-725-3223x1177,MIT,BS IT,2.29,2025-05-01 00:54:20,101.165.118.214,83,Mobile,5,0,3,0,1,1,0,0,False,0,✅ Normal,-0.506515662814084,-0.0472387130797205,0,0,36.2445256574124,1
2318,Tiffany Floyd,cameron24@example.com,(962)276-8584x99538,NUST,BE SE,3.38,2025-05-04 21:33:55,185.249.113.164,40,Mobile,4,21,6,1,1,1,0,2,False,0,✅ Normal,2.28390823395041,1.6290648533851,0,0,11.8343160253503,1
2319,Angela Wood,ecarter@example.org,+1-861-899-0234,MIT,BS IT,2.96,2025-04-27 08:20:48,31.108.196.22,89,Mobile,0,8,6,1,1,0,0,2,False,0,✅ Normal,2.03542412703488,-1.73039939202494,0,0,30.067557409609,1
2320,Joy Buchanan,schultzdale@example.com,001-245-495-5695x2458,FAST,BSc CS,3.6,2025-04-29 08:05:41,145.143.191.155,63,Mobile,2,8,1,0,1,0,0,1,False,0,✅ Normal,-1.18442399639824,-0.580267591008992,0,0,17.4999951388902,1
2321,Adam Weaver,billywagner@example.com,249.822.4836,MIT,BBA,3.34,2025-05-17 01:48:50,222.159.93.96,67,Mobile,3,1,5,1,1,1,0,2,False,0,✅ Normal,1.67070517827405,-1.03348193382734,0,0,20.0598742335706,1
2322,Amanda Riley,uvelasquez@example.com,+1-657-386-5919,NUST,BSc CS,2.32,2025-05-02 10:47:56,138.188.231.90,64,Mobile,5,10,4,0,1,1,0,0,False,0,✅ Normal,-0.0284986059941972,1.26976578462503,0,0,27.5861950059504,1
2323,Edward Phillips,billy10@example.org,661-436-9848x5899,LUMS,BSc CS,2.25,2025-05-16 17:03:57,202.110.13.28,78,Desktop,0,17,4,0,1,0,0,0,False,0,✅ Normal,-0.035804574979744,0.0130970156334417,0,0,34.6666512592661,1
2324,Christina Santiago,williambush@example.net,+1-411-245-8177x457,LUMS,BS AI,2.3,2025-04-21 14:48:46,65.82.77.60,43,Mobile,0,14,0,0,1,0,0,3,False,0,✅ Normal,-1.37506071436487,0.833576061853702,0,0,18.6956440453722,1
2325,Samantha Casey,robert02@example.com,217.215.5050,Stanford,BSc CS,3.59,2025-04-29 02:14:00,173.249.208.131,40,Mobile,4,2,1,0,1,1,0,1,False,0,✅ Normal,-1.18669045102903,0.177134545405691,0,0,11.1420581776997,1
2326,Anthony Duffy,krista05@example.org,759.952.9857x23270,Stanford,BS IT,2.85,2025-05-01 14:06:00,130.142.125.18,56,Mobile,0,14,3,0,1,0,0,3,False,0,✅ Normal,-0.409426140976009,-0.00758449709253679,0,0,19.6491159125909,1
2327,Kimberly Thompson,ugutierrez@example.net,+1-574-857-2361,LUMS,BE SE,2.64,2025-05-10 13:20:02,62.111.95.215,66,Desktop,0,13,5,1,1,0,0,2,False,0,✅ Normal,1.80634468022952,-0.410656119096806,0,0,24.9999905303066,1
2328,George Morrow,yeseniarodriguez@example.net,(957)948-9423x7404,MIT,BS IT,2.23,2025-04-27 21:47:56,197.226.254.21,43,Mobile,3,21,6,1,1,1,0,2,False,0,✅ Normal,2.33476737707136,2.0582230814514,0,0,19.2825025639002,1
2329,Amy Jacobs,dean57@example.net,715.200.2115x0692,Harvard,BS AI,3.69,2025-05-02 02:35:01,194.229.113.221,72,Mobile,3,2,4,0,1,1,0,1,False,0,✅ Normal,-0.23756354839566,-1.18236678148543,0,0,19.5121898340949,1
