application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications,submission_hour,submission_day,is_weekend,submissions_per_ip,is_repeated_applicant,anomaly_iforest,kmeans_cluster,anomaly_kmeans,final_anomaly,alert,pca1,pca2,email_dup,phone_dup,resume_cgpa_ratio,ip_submission_count,combined_alert,alert_level
2086,Kimberly Smith,graychristopher@example.net,(772)983-9635,FAST,BS IT,3.03,2025-05-10 00:14:51,214.224.157.248,50,Mobile,5,0,5,1,1,1,1,1,0,0,✅ Normal,1.7317722131953006,0.17984263695864453,0,0,16.5016447189291,1,1,Medium
2092,Roberto Perez,jonesraymond@example.net,001-590-524-1926x68263,MIT,BBA,2.08,2025-05-10 06:22:38,201.72.236.90,86,Mobile,0,6,5,1,1,0,1,1,0,0,✅ Normal,1.73116893136428,-1.1615147039247704,0,0,41.3461339682048,1,1,Medium
2109,Nancy Harvey,silvacourtney@example.org,(984)662-0354x70926,FAST,BS AI,2.45,2025-05-10 15:37:58,120.116.159.152,98,Desktop,0,15,5,1,1,0,1,1,0,0,✅ Normal,1.7887758013142576,-1.0173729162011174,0,0,39.999983673476,1,1,Medium
2148,Savannah Mann,ubrown@example.org,+1-908-342-3520x7375,Harvard,BS IT,3.79,2025-05-09 00:14:20,128.225.252.104,96,Mobile,0,0,4,0,1,0,1,2,0,0,✅ Normal,-0.34336637965759215,-2.991994103486911,1,0,25.3298086201033,1,1,Medium
2151,Brittany Williams,khoover@example.com,370.559.2125,Stanford,BS AI,2.03,2025-05-11 08:59:57,216.30.112.84,94,Desktop,1,8,6,1,1,0,1,1,0,0,✅ Normal,2.0963724078715855,-0.9175537749496807,0,0,46.305395908672,1,1,Medium
2154,Kathy Thomas,matthewcruz@example.com,(467)365-4745x3955,Harvard,BE SE,3.91,2025-04-27 04:12:09,192.100.233.25,89,Mobile,1,4,6,1,1,0,1,1,0,0,✅ Normal,1.9478324720044082,-2.434583097965278,0,0,22.7621425160761,1,1,Medium
2156,Joseph Morrison,restrada@example.net,390-686-0538,NUST,BS AI,3.89,2025-04-26 01:35:52,80.201.49.76,95,Desktop,1,1,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.5667842422193867,-2.8106862413213354,0,0,24.4215875522911,1,1,Medium
2157,Jennifer Sims,amber42@example.net,001-940-201-6952x0611,Stanford,BS AI,2.57,2025-05-11 03:46:53,183.139.205.239,99,Mobile,0,3,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9879469737896296,-2.152381667273893,0,0,38.5213857893441,1,1,Medium
2189,Marisa Peterson,joshua70@example.net,(593)802-6353,LUMS,BSc CS,2.96,2025-05-17 23:44:53,189.185.216.219,43,Desktop,0,23,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.9336134374317353,0.8430854444123352,0,0,14.5270221192493,1,1,Medium
2228,Mark Rubio,tmartinez@example.net,(908)225-4076,NUST,BBA,3.22,2025-05-19 23:45:34,153.247.139.230,94,Mobile,0,23,0,0,1,0,1,2,0,0,✅ Normal,-1.4124325630233454,-0.51541597253575,0,0,29.1925375178455,1,1,Medium
2243,Joshua Nguyen,robert55@example.net,818.870.7055,LUMS,BSc CS,2.45,2025-05-10 03:47:12,64.124.237.198,98,Desktop,5,3,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.7230813619476244,-0.521941514982444,0,0,39.999983673476,1,1,Medium
2253,Michael Huang,stephanie18@example.org,+1-300-219-2409x94637,NUST,BS IT,3.93,2025-05-04 05:07:47,209.177.219.0,71,Mobile,0,5,6,1,1,0,1,1,0,0,✅ Normal,1.9730348325117337,-2.1538250514100703,0,0,18.0661531638287,1,1,Medium
2266,Steven Campbell,hendersonfrancisco@example.com,+1-997-947-0177x714,Harvard,BE SE,2.89,2025-04-27 02:11:44,193.167.171.70,90,Desktop,0,2,6,1,1,0,1,1,0,0,✅ Normal,1.972123094731993,-2.206185783538065,0,0,31.1418577363814,1,1,Medium
2336,Robert Perez,opowell@example.net,734-824-4717,LUMS,BE SE,3.92,2025-05-04 19:52:24,152.199.40.16,100,Mobile,2,19,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.1077072310532428,-1.213204637163948,0,0,25.5101975739292,1,1,Medium
2367,Claudia Watkins,jonesmark@example.net,632-370-4333,Stanford,BSc CS,3.94,2025-04-27 22:48:49,136.222.111.190,80,Mobile,5,22,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.2109448835270373,0.48119574566869194,0,0,20.3045633744763,1,1,Medium
2381,Geoffrey Summers,davidmartinez@example.com,316-323-8359,MIT,BS IT,3.86,2025-05-04 07:57:07,68.30.198.119,43,Desktop,5,7,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.1098485808741856,0.34361161134396956,0,0,11.1398934870742,1,1,Medium
2391,Anthony Alexander,frenchdavid@example.com,967.366.5479x123,Stanford,BS AI,3.68,2025-04-26 18:44:18,78.125.83.126,96,Desktop,0,18,5,1,1,0,1,1,0,0,✅ Normal,1.7512648456912643,-1.5807428657845017,0,0,26.0869494328942,1,1,Medium
2399,Lauren Brown,vanessasmith@example.com,(380)238-4444x345,NUST,BSc CS,2.75,2025-05-04 22:14:30,203.141.23.203,45,Desktop,5,22,6,1,1,1,1,1,0,0,✅ Normal,2.3378782061479177,2.312902956501208,0,0,16.3636304132253,1,1,Medium
2418,Nicole Moore,brendahansen@example.org,+1-713-370-7904x11624,MIT,BE SE,3.99,2025-05-03 03:59:35,202.32.21.33,63,Mobile,0,3,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.6204541940373631,-2.1070070860571395,0,0,15.7894697269499,1,1,Medium
2431,Jason Jenkins,morganleah@example.net,236.579.2079x4266,NUST,BSc CS,3.29,2025-05-04 22:30:41,145.77.111.29,100,Mobile,1,22,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.1651560773750025,-0.8177776447341115,0,0,30.3951275394749,1,1,Medium
2468,Tammy Chavez,fhale@example.com,662.665.8659,FAST,BS IT,3.99,2025-04-20 23:41:31,208.128.19.181,82,Mobile,2,23,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.17608808580364,-0.42146889037764795,0,0,20.5513732953952,1,1,Medium
2481,Jerry Conway,gkidd@example.com,329.397.7475x755,NUST,BS IT,2.27,2025-05-19 23:47:28,196.92.149.0,99,Mobile,5,23,0,0,1,1,1,0,0,1,⚠️ Suspicious,-1.2974005638599406,1.5029095019292842,0,0,43.6123155892883,1,1,Medium
2501,Barbara Thompson,grantmichelle@example.org,001-837-778-0583x159,Stanford,BS AI,3.35,2025-04-27 00:02:51,37.176.135.239,58,Desktop,0,0,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9735263257699367,-1.790108246783427,0,0,17.3134276676335,1,1,Medium
2511,Olivia Freeman,jacksonthomas@example.net,001-606-236-1349,NUST,BSc CS,2.15,2025-04-28 00:59:07,193.179.68.90,99,Desktop,0,0,0,0,1,0,1,2,0,1,⚠️ Suspicious,-1.6089446738491107,-1.8062793641631083,0,0,46.0464902109348,1,1,Medium
2531,Mark Nelson,tina87@example.org,(223)509-6052x77158,MIT,BSc CS,2.38,2025-05-10 23:07:09,194.148.209.240,75,Mobile,0,23,5,1,1,0,1,1,0,0,✅ Normal,1.917427894112526,0.3461086949543047,0,0,31.512591801432,1,1,Medium
2543,Roger Wong,rgilbert@example.com,001-465-743-7192x3448,MIT,BE SE,2.37,2025-04-27 00:25:16,197.163.116.25,56,Desktop,2,0,6,1,1,0,1,1,0,0,✅ Normal,2.061826756118707,-0.44582299077752074,1,0,23.6286820132143,1,1,Medium
2545,Richard Perry,nicolebailey@example.com,348.768.4815x50914,LUMS,BSc CS,3.71,2025-05-10 02:32:08,213.156.241.225,84,Desktop,5,2,5,1,1,1,1,1,0,0,✅ Normal,1.658932040086215,-1.0978123539938462,0,0,22.6415033311312,1,1,Medium
2550,Manuel Dixon,jnicholson@example.com,(542)696-1803x4264,FAST,BBA,2.7,2025-04-27 02:41:14,206.149.243.37,46,Desktop,5,2,6,1,1,1,1,1,0,0,✅ Normal,2.1196104057484226,0.6636007282838494,0,0,17.0370307270257,1,1,Medium
2553,Samantha Mullen,meghan66@example.net,407.803.8504x643,MIT,BE SE,2.11,2025-05-18 09:53:10,206.80.50.124,47,Desktop,5,9,6,1,1,1,1,1,0,0,✅ Normal,2.2302290041645523,1.6315519543597634,0,0,22.2748709597768,1,1,Medium
2565,Mary Moon,javiermcclure@example.net,001-206-351-7609x3364,LUMS,BS AI,3.84,2025-05-10 00:53:49,195.234.149.80,40,Mobile,3,0,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.6727420599336815,-0.7044736958319721,0,0,10.4166639539938,1,1,Medium
2592,Mary Kennedy,huffmanronald@example.net,+1-530-765-8976x45852,LUMS,BBA,2.02,2025-04-27 03:09:50,174.119.4.250,67,Mobile,1,3,6,1,1,0,1,1,0,0,✅ Normal,2.0850103128460082,-0.5597047020113998,0,0,33.1683004117325,1,1,Medium
2598,Lisa Brown,tbaker@example.net,+1-769-856-3730,NUST,BBA,3.89,2025-05-05 23:45:27,22.45.61.38,80,Desktop,0,23,0,0,1,0,1,2,0,0,✅ Normal,-1.430273428298725,-0.5918908376869573,0,0,20.5655474124557,1,1,Medium
2630,Nathaniel Wilson,sandraherrera@example.org,(294)974-4730x48699,FAST,BE SE,3.96,2025-04-27 11:42:57,195.237.182.2,100,Desktop,0,11,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9910010101076785,-2.499637797332925,0,0,25.2525188756265,1,1,Medium
2642,Russell Terry,mhill@example.com,(808)987-7873,LUMS,BBA,3.61,2025-05-04 23:44:34,209.193.36.89,86,Mobile,0,23,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.1660326381737196,-0.8621532640102577,1,0,23.8227080823523,1,1,Medium
2646,Brian Kennedy,lori59@example.com,330-228-2640x9725,NUST,BS AI,2.32,2025-05-19 00:10:50,202.181.83.145,80,Desktop,0,0,0,0,1,0,1,2,0,0,✅ Normal,-1.5888941932492286,-1.3880782301965648,0,0,34.482743757438,1,1,Medium
2702,Edgar Cowan,bakerjames@example.net,819.585.3189,FAST,BS IT,3.92,2025-05-11 17:39:25,188.70.196.63,44,Mobile,0,17,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.148392617191223,-0.388139909171923,0,0,11.2244869325288,1,1,Medium
2704,Chad Wright,ginacannon@example.com,707-843-2911,NUST,BS AI,2.13,2025-05-18 08:56:13,204.191.230.206,44,Desktop,0,8,6,1,1,0,1,1,0,0,✅ Normal,2.156713174320527,0.13040280194838427,0,0,20.6572672970576,1,1,Medium
2719,Melissa Erickson,nicole29@example.net,+1-864-476-9446,Stanford,BBA,2.01,2025-05-02 00:46:38,192.200.124.88,48,Desktop,4,0,4,0,1,1,1,0,0,0,✅ Normal,-0.10753896147301126,0.8159184881627668,0,0,23.8805851340372,1,1,Medium
2732,Danielle Miller,mary05@example.net,939-605-9764x56196,LUMS,BS IT,3.66,2025-05-17 00:18:55,116.111.57.231,43,Desktop,1,0,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.652303050504014,-1.2580442700295704,0,0,11.748630669773,1,1,Medium
2737,Maurice Campbell,meltonchristopher@example.net,+1-983-278-2358x60522,NUST,BE SE,3.73,2025-05-11 23:43:46,206.77.132.88,47,Mobile,4,23,6,1,1,1,1,1,0,0,✅ Normal,2.2737828638668334,1.3492711945990095,0,0,12.6005328148706,1,1,Medium
2755,Barbara Ramos,tiffany25@example.com,9817569257,NUST,BS IT,2.04,2025-05-10 00:55:02,81.116.191.76,45,Desktop,5,0,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.7990012163294,1.02049359004434,0,0,22.0588127162683,1,1,Medium
2774,Kathy Lopez,johnsondorothy@example.net,7995383934,NUST,BBA,2.01,2025-04-25 21:05:13,14.190.246.191,94,Desktop,5,21,4,0,1,1,1,0,0,1,⚠️ Suspicious,0.06315093286769233,1.5497586582621545,0,0,46.7661458874896,1,1,Medium
2778,Chad Hunter,rwhite@example.org,+1-740-965-6269,FAST,BE SE,2.09,2025-05-03 05:07:22,189.139.180.157,45,Desktop,5,5,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.8509251895115608,1.3992594554599367,1,0,21.5310901765119,1,1,Medium
2818,Connor Schmidt,gsmith@example.org,911.732.3704,LUMS,BE SE,2.98,2025-04-26 22:34:04,3.111.9.147,44,Mobile,5,22,5,1,1,1,1,1,0,0,✅ Normal,1.985949296174842,2.207020103301178,1,0,14.7650957164108,1,1,Medium
2830,Elizabeth Branch,bentleybrian@example.com,998-376-8041x2026,NUST,BE SE,2.12,2025-05-10 01:12:01,195.104.119.212,99,Mobile,5,1,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.7192813391652662,-0.48289381377456453,0,0,46.6980911801457,1,1,Medium
2833,Wesley Shaw,rjohnson@example.com,207.688.4590,LUMS,BS AI,3.96,2025-05-18 21:03:02,202.57.72.26,92,Desktop,2,21,6,1,1,0,1,1,0,0,✅ Normal,2.14000730239541,-0.8491951868046441,0,0,23.2323173655764,1,1,Medium
2873,Joyce Richardson,andrea80@example.org,349.805.7473x53156,Stanford,BE SE,2.24,2025-05-04 00:27:34,212.52.255.186,59,Desktop,5,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.104501936853712,0.4545009066649778,0,0,26.3392739556813,1,1,Medium
2876,Jennifer Lopez,zoneill@example.com,001-524-832-5429x46611,MIT,BBA,3.85,2025-05-17 02:37:15,162.62.209.234,56,Mobile,5,2,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.6950976334346515,-0.4034764827421102,0,0,14.5454507674154,1,1,Medium
2882,Ricardo Fields,annamoore@example.net,705.858.1926,MIT,BSc CS,2.09,2025-05-18 22:27:30,171.142.109.67,100,Desktop,5,22,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.2898896642025766,1.2208663875172552,0,0,47.8468670589153,1,1,Medium
2892,Jeffrey Cain,perezcorey@example.net,(630)360-0818x524,MIT,BSc CS,3.98,2025-04-28 22:01:49,161.23.232.109,90,Desktop,1,22,0,0,1,0,1,2,0,0,✅ Normal,-1.4493338560291902,-0.7236922001656615,0,0,22.6130596449599,1,1,Medium
2934,Linda Ryan,uyoung@example.com,6356366405,FAST,BE SE,3.96,2025-05-10 00:39:38,89.60.28.159,89,Desktop,1,0,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.561155579090391,-2.7729567230105046,0,0,22.4747417993076,1,1,Medium
2949,Amy Jensen,gmurray@example.org,(995)725-9446x423,NUST,BBA,3.7,2025-05-17 00:08:05,189.146.19.90,97,Desktop,1,0,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.5639945618009283,-2.8160027068927405,0,0,26.2162091307543,1,1,Medium
2975,Debra Perez,pharrison@example.net,894.428.3002,Harvard,BS AI,2.4,2025-05-03 16:42:05,201.54.246.153,99,Mobile,0,16,5,1,1,0,1,1,0,0,✅ Normal,1.8011619699621968,-0.9275835294009946,0,0,41.2499828125072,1,1,Medium
2993,Kristy Young,henrymartin@example.com,3426539649,FAST,BSc CS,3.02,2025-05-04 00:40:46,63.234.89.178,97,Desktop,0,0,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.93123564468756,-2.6618992944235025,0,0,32.1191946625183,1,1,Medium
3016,Cassandra Hill,amberguzman@example.com,465-758-7878x297,Stanford,BS IT,3.62,2025-04-27 19:43:23,141.43.12.112,41,Desktop,0,19,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.1930944693875634,0.07429346315753531,0,0,11.3259637221095,1,1,Medium
3031,John Larson,torresthomas@example.com,+1-503-697-6544,LUMS,BS IT,3.38,2025-04-27 01:21:15,23.73.9.30,82,Mobile,0,1,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9445298526051842,-2.40835009304978,0,0,24.2603478519681,1,1,Medium
3065,Jack Palmer,schneiderwendy@example.com,3676599775,LUMS,BS IT,3.98,2025-04-20 22:23:32,220.240.203.111,52,Desktop,4,22,6,1,1,1,1,1,0,0,✅ Normal,2.2398761881349785,0.9482991427089695,0,0,13.0653233504213,1,1,Medium
3085,Ashley Hall,mariah64@example.net,258-926-8595,FAST,BS AI,3.9,2025-04-27 03:45:27,12.133.184.37,63,Desktop,5,3,6,1,1,1,1,1,0,0,✅ Normal,2.031699737066124,-0.58244811497287,0,0,16.1538420118354,1,1,Medium
3122,Katherine Wagner,rgraves@example.org,700-767-3099,Harvard,BS AI,3.01,2025-05-03 00:06:32,189.164.106.124,41,Mobile,0,0,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.6811807695842227,-1.0402813774739672,0,0,13.6212579331369,1,1,Medium
3136,Ryan Gillespie,penajeremiah@example.org,837-327-8460x263,FAST,BS AI,3.81,2025-05-19 23:15:57,106.168.78.59,40,Mobile,4,23,0,0,1,1,1,0,0,0,✅ Normal,-1.30895765643896,1.7890759542087062,0,0,10.4986849084817,1,1,Medium
3160,John Harrell,lunarichard@example.com,381.680.2522,NUST,BS AI,2.93,2025-05-02 23:58:53,166.30.44.70,41,Desktop,0,23,4,0,1,0,1,2,0,0,✅ Normal,0.048249786278681296,1.0779902820085878,0,0,13.9931692856078,1,1,Medium
3179,Maurice Brewer,brianmorales@example.com,2133102994,NUST,BS AI,2.39,2025-05-10 04:54:10,59.149.28.203,99,Mobile,0,4,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.6699584296342518,-1.9142894532075563,0,0,41.4225768106373,1,1,Medium
3252,Veronica Garcia,tcochran@example.org,224.787.4740x811,Stanford,BS AI,2.08,2025-05-17 12:20:46,218.222.53.197,47,Desktop,0,12,5,1,1,0,1,1,0,0,✅ Normal,1.8591187605324875,0.44016320271911985,0,0,22.5961429826236,1,1,Medium
3270,Rachel Jenkins,tammycollier@example.com,948.963.5496,FAST,BE SE,2.05,2025-05-10 22:45:43,67.21.127.54,81,Mobile,5,22,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.9827642614089687,1.8155279891595861,0,0,39.5121758477191,1,1,Medium
3272,Ashley Davis,scottbrian@example.com,447.260.0232x572,MIT,BS IT,3.99,2025-05-18 21:18:54,213.224.24.227,79,Mobile,0,21,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.1324508862186264,-1.0977916795029496,0,0,19.799493784588,1,1,Medium
3273,Edward Allison,gfisher@example.com,488.539.6937x4363,FAST,BS AI,2.25,2025-05-10 17:28:43,74.22.215.147,42,Desktop,5,17,5,1,1,1,1,1,0,0,✅ Normal,1.9779207909024643,2.365038878154342,0,0,18.6666583703741,1,1,Medium
3293,Eric Brown,tgonzalez@example.org,252-357-5510,LUMS,BS IT,2.0,2025-05-04 04:38:43,202.21.16.78,47,Mobile,5,4,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.181897397177352,1.2951503690218744,0,0,23.4999882500059,1,1,Medium
3304,John Gonzales,youngjon@example.org,434.517.4712x98836,Harvard,BBA,3.95,2025-05-17 01:51:47,220.108.66.152,96,Desktop,4,1,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.601265581037257,-1.9878597647368352,0,0,24.3037913154959,1,1,Medium
3327,Jesus Rios,ariana41@example.com,6145827677,Stanford,BS AI,2.49,2025-05-11 01:48:14,151.117.240.88,58,Mobile,0,1,6,1,1,0,1,1,0,0,✅ Normal,2.036000430233286,-1.1000730125735485,0,0,23.293163336079,1,1,Medium
3336,Lindsey Rodgers,williamsjoseph@example.net,(743)311-2109,FAST,BBA,3.99,2025-05-10 15:05:38,172.183.165.31,56,Mobile,5,15,5,1,1,1,1,1,0,0,✅ Normal,1.8295012360091085,0.5742540539921555,0,0,14.0350842017333,1,1,Medium
3397,Norma Meyer,rsmith@example.net,225.883.6490x4323,FAST,BE SE,2.23,2025-04-29 00:12:42,139.135.90.197,40,Mobile,0,0,1,0,1,0,1,2,0,1,⚠️ Suspicious,-1.180116791542832,-0.21959464305564252,1,0,17.937211687349,1,1,Medium
3410,Marisa Ware,ericwalker@example.com,+1-784-446-4108,Stanford,BS IT,2.05,2025-05-04 00:34:44,208.116.222.95,78,Desktop,4,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.0724273459200555,-0.24741840828330044,0,0,38.0487619274332,1,1,Medium
3429,Philip Knox,gjohnson@example.com,4732578860,Harvard,BSc CS,2.02,2025-05-10 20:59:56,88.183.197.103,45,Desktop,5,20,5,1,1,1,1,1,0,1,⚠️ Suspicious,2.0198691184395616,2.690892745324986,0,0,22.2772166944472,1,1,Medium
3468,Victoria Dennis,kent19@example.com,+1-895-247-8296x290,MIT,BBA,2.37,2025-04-27 00:04:23,196.241.130.49,57,Desktop,5,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.099900461131538,0.41936776588468677,0,0,24.0506227634503,1,1,Medium
3489,Steven Valdez,bcunningham@example.com,693.786.2034x7218,FAST,BS AI,2.03,2025-05-17 18:29:10,184.196.23.137,95,Desktop,5,18,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.9177537368965825,1.101800941084679,0,0,46.7980065034451,1,1,Medium
3495,Jasmin Wilson,ssanford@example.com,668-386-5970,MIT,BBA,3.94,2025-05-04 01:30:31,201.201.71.26,82,Mobile,1,1,6,1,1,0,1,1,0,0,✅ Normal,1.9242226671843206,-2.5059104327674127,0,0,20.8121774588382,1,1,Medium
3513,Ashley Mercado,ashleyreed@example.net,390.488.7186x739,Harvard,BS IT,3.86,2025-04-27 00:50:10,193.235.171.28,75,Mobile,0,0,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9159443459940828,-2.6317817555759135,0,0,19.4300467797806,1,1,Medium
3545,Patrick Ortiz,richard18@example.com,(567)458-5966x55999,Stanford,BS AI,2.13,2025-05-03 00:14:10,195.187.107.49,40,Desktop,3,0,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.7751244964900355,0.5029082863826925,0,0,18.779333906416,1,1,Medium
3561,Leslie Clements,jamieaustin@example.net,+1-750-556-7248x0411,FAST,BS IT,3.92,2025-04-29 23:12:08,5.111.71.71,50,Mobile,0,23,1,0,1,0,1,2,0,0,✅ Normal,-1.0445906808167753,0.20858352569150693,0,0,12.7550987869646,1,1,Medium
3606,Lisa Long,norrisjohn@example.com,514-425-0107x589,FAST,BSc CS,3.91,2025-04-28 03:30:47,139.201.113.43,51,Mobile,0,3,0,0,1,0,1,2,0,0,✅ Normal,-1.6050025570887583,-1.440776068507179,0,0,13.0434749249425,1,1,Medium
3615,Miss Lisa Taylor PhD,crystalcannon@example.com,970-854-3345x1069,FAST,BSc CS,2.54,2025-05-17 21:27:02,116.198.84.222,44,Mobile,5,21,5,1,1,1,1,1,0,0,✅ Normal,2.001309792602288,2.4348776041082956,0,0,17.3228278256583,1,1,Medium
3638,Kelly Hess,pjoseph@example.net,986.855.6049x294,FAST,BBA,2.45,2025-05-04 02:59:31,114.101.124.145,98,Desktop,2,2,6,1,1,0,1,1,0,0,✅ Normal,2.0121823074915985,-1.52645971183857,0,0,39.999983673476,1,1,Medium
3649,Philip Lopez,nielsenjay@example.org,001-210-483-5861,LUMS,BBA,3.55,2025-05-10 00:52:26,67.193.162.194,100,Mobile,2,0,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.581424066470064,-2.4972365981062805,0,0,28.1690061495757,1,1,Medium
3665,Richard Hines,robert68@example.org,+1-203-761-6845x8251,NUST,BBA,2.07,2025-05-11 21:24:49,46.221.68.193,96,Mobile,1,21,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.233581303070737,0.07412776252602209,0,0,46.3767891899569,1,1,Medium
3666,Kevin Smith,michelle28@example.net,8747666643,NUST,BSc CS,3.89,2025-05-17 06:42:53,164.142.36.40,49,Mobile,0,6,5,1,1,0,1,1,0,0,✅ Normal,1.6816659286040763,-1.3913653642562223,0,0,12.5963977901291,1,1,Medium
3687,Erika Horn,craigleonard@example.net,461-311-1957,NUST,BBA,2.05,2025-04-27 19:06:15,121.2.237.220,89,Desktop,5,19,6,1,1,1,1,1,0,0,✅ Normal,2.2768349220104196,1.3122763115819291,0,0,43.4146129684815,1,1,Medium
3705,Melissa Leonard,robertramos@example.com,+1-937-281-0175x503,Harvard,BSc CS,3.07,2025-04-27 01:46:38,187.56.197.255,59,Mobile,0,1,6,1,1,0,1,1,0,0,✅ Normal,1.9996832314985555,-1.5379224530187585,0,0,19.2182347823339,1,1,Medium
3712,Daniel Roberts,hannah16@example.net,(351)815-7227x966,FAST,BE SE,2.11,2025-05-14 01:31:43,223.238.46.116,99,Mobile,0,1,2,0,1,0,1,2,0,0,✅ Normal,-0.9160679105651814,-1.7515935991561875,0,0,46.9194090429341,1,1,Medium
3718,Chad Brown,ashley91@example.org,3939329073,Harvard,BS AI,2.35,2025-04-27 01:20:31,186.75.25.110,53,Desktop,1,1,6,1,1,0,1,1,0,0,✅ Normal,2.0655591446708828,-0.5617430862477387,0,0,22.553181892263,1,1,Medium
3720,Paige Rice,steven14@example.com,001-474-971-7209x972,FAST,BS IT,3.98,2025-05-17 15:08:44,219.90.168.32,45,Mobile,5,15,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.8476008777262487,0.8929234973061876,1,0,11.3065298224799,1,1,Medium
3746,Mr. Robert Wagner DDS,sextonjeffrey@example.com,2123967417,Harvard,BSc CS,2.16,2025-05-10 13:47:22,81.40.190.57,100,Mobile,0,13,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7809898755518072,-1.0348961347390804,0,0,46.2962748628357,1,1,Medium
3759,Gary Hancock,utaylor@example.com,430.971.0423,NUST,BBA,2.01,2025-04-26 22:30:22,84.84.100.135,61,Desktop,0,22,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.9508711872141913,0.9211341313872907,0,0,30.348243607839,1,1,Medium
3793,Phillip Vaughan,calvinwilson@example.org,402.622.3909x95551,FAST,BSc CS,2.03,2025-04-20 08:48:50,98.65.129.96,53,Desktop,0,8,6,1,1,0,1,1,0,0,✅ Normal,2.1483815216610527,-0.05394266183510873,0,0,26.1083615229746,1,1,Medium
3795,Mr. Scott Gates,kbenson@example.com,(266)949-6919,NUST,BS AI,3.74,2025-05-04 23:24:48,160.190.148.0,52,Mobile,1,23,6,1,1,0,1,1,0,0,✅ Normal,2.2255644780541264,0.307051326426292,0,0,13.9037395979306,1,1,Medium
3813,Timothy Moore,tammypotter@example.com,254-723-2031x7654,FAST,BSc CS,2.46,2025-04-27 02:56:19,31.100.131.17,47,Mobile,5,2,6,1,1,1,1,1,0,0,✅ Normal,2.1323888783448095,0.8047297822339761,0,0,19.1056832903726,1,1,Medium
3817,Shelly Carter,cwagner@example.org,719-256-8723x93885,LUMS,BSc CS,3.27,2025-04-26 02:33:54,213.61.114.87,97,Desktop,5,2,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.664593160464368,-1.1554058294464795,0,0,29.663599491254,1,1,Medium
3821,Crystal Michael,matthewchandler@example.org,001-379-326-9136x67806,MIT,BS AI,3.52,2025-05-03 22:48:52,201.231.137.146,97,Desktop,1,22,5,1,1,0,1,1,0,0,✅ Normal,1.8164091517688332,-0.8670043652127329,0,0,27.5568103531789,1,1,Medium
3827,Chris Robinson,gibsonjeffrey@example.com,841.679.5449x521,FAST,BE SE,3.84,2025-05-04 23:04:10,176.194.69.39,45,Desktop,0,23,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.2174925806146017,0.13690104981407245,0,0,11.718746948243,1,1,Medium
3847,Michael Richardson,lee19@example.com,857-496-8938x2973,LUMS,BS IT,3.77,2025-05-10 21:26:50,195.50.233.64,87,Desktop,5,21,5,1,1,1,1,1,0,0,✅ Normal,1.8592536217171465,0.3483030090050066,0,0,23.0769169557249,1,1,Medium
